,row,plc,horseno,horse,jockey,trainer,actualwt,declarwt,draw,lbw,runningpos,finishtime,winodds,date,raceno,class,distance,going,handicap,course,stake,venue,horse_ch,jockey_ch,trainer_ch,class_ch,going_ch,handicap_ch,course_ch,venue_ch
5274,4,5,7.0,FORTUNE BO BO(V017),H T Mo,T P Yung,111.0,1076.0,1.0,3,3 4 5,0.56.71,8.1,2017-03-12,7,3,1000,GOOD,DENDROBIUM HANDICAP,TURF - C+3 COURSE,1235000,Sha Tin,運來寶寶(V017),巫顯東,容天鵬,1,好地,石斛蘭讓賽,草地 - C+3 賽道,沙田
5275,4,5,6.0,THE SUPREME(V370),K C Leung,L Ho,121.0,1155.0,8.0,3-1/4,9 9 9 5,1.39.81,12.0,2017-03-15,7,3,1650,GOOD,TIN WAN HANDICAP,TURF - B COURSE,1235000,Happy Valley,至尊無上(V370),梁家俊,何良,1,好地,田灣讓賽,草地 - B 賽道,跑馬地
5276,4,5,6.0,ANTICIPATION(T198),C Y Ho,A S Cruz,115.0,1138.0,6.0,5-1/2,7 5 5 8 5,1.48.93,62.0,2017-03-22,7,1,1800,GOOD,THE HAPPY VALLEY VASE (HANDICAP),TURF - C COURSE,2500000,Happy Valley,期惑(T198),何澤堯,告東尼,1,好地,跑馬地銀瓶（讓賽）,草地 - C 賽道,跑馬地
5277,4,5,2.0,ARCHIPPUS(P361),Z Purton,P O'Sullivan,132.0,1211.0,4.0,3,7 6 5,1.10.31,13.0,2017-03-26,7,2,1200,GOOD,DUDDELL HANDICAP,TURF - A+3 COURSE,1750000,Sha Tin,一哥(P361),潘頓,蘇保羅,1,好地,都爹利讓賽,草地 - A+3 賽道,沙田
5278,4,5,1.0,CHATER LEGEND(T151),C Y Ho,D E Ferraris,130.0,1051.0,7.0,3,12 12 9 5,1.39.98,19.0,2017-03-29,7,3,1650,GOOD TO FIRM,JARDINE HANDICAP,TURF - C+3 COURSE,1235000,Happy Valley,金獅叻將(T151),何澤堯,霍利時,1,好地至快地,渣甸讓賽,草地 - C+3 賽道,跑馬地
5279,4,5,14.0,SILVERFIELD(S106),T H So,T K Ng,114.0,1061.0,5.0,2-3/4,12 10 8 5,1.22.35,13.0,2017-04-02,7,3,1400,GOOD TO FIRM,THE CUHK ALUMNI CUP (HANDICAP),TURF - B+2 COURSE,1235000,Sha Tin,銀豐神駒(S106),蘇狄雄,吳定強,1,好地至快地,香港中文大學校友會聯會盃（讓賽）,草地 - B+2 賽道,沙田
5280,4,5,4.0,FIGHT HERO(T186),H W Lai,Y S Tsui,128.0,1142.0,4.0,4-1/4,6 7 5,1.08.26,6.7,2017-04-05,7,2,1200,GOOD,CHUN SHEK HANDICAP,ALL WEATHER TRACK,1750000,Sha Tin,藍天堡馬(T186),黎海榮,徐雨石,1,好地,秦石讓賽,全天候跑道,沙田
5281,4,5,4.0,LOTUS BREEZE(T112),N Rawiller,W Y So,125.0,1091.0,9.0,3-3/4,4 4 5,1.10.48,10.0,2017-04-12,7,3,1200,GOOD,THE MERLION HANDICAP,TURF - A COURSE,1235000,Happy Valley,麯院風荷(T112),羅理雅,蘇偉賢,1,好地,魚尾獅讓賽,草地 - A 賽道,跑馬地
5282,4,5,3.0,STAR OF JOY(A171),C Schofield,K L Man,124.0,1061.0,1.0,3-1/2,4 5 5,1.09.45,5.3,2017-04-17,7,3,1200,GOOD TO FIRM,MOUNT COLLINSON HANDICAP,TURF - C+3 COURSE,1235000,Sha Tin,開心歡星(A171),史卓豐,文家良,1,好地至快地,歌連臣山讓賽,草地 - C+3 賽道,沙田
5283,4,5,8.0,WHAT ELSE BUT YOU(A136),K Teetan,J Size,123.0,1123.0,11.0,2,1 1 1 1 5,1.50.08,5.6,2017-05-10,7,2,1800,GOOD TO FIRM,CORNWALL HANDICAP,TURF - A COURSE,1750000,Happy Valley,魅力知友(A136),田泰安,蔡約翰,1,好地至快地,歌和老讓賽,草地 - A 賽道,跑馬地
5284,4,5,7.0,TIMELY ARRIVED(S431),M L Yeung,Y S Tsui,120.0,1170.0,7.0,5-3/4,4 2 5,0.57.61,26.0,2017-05-13,7,3,1000,GOOD,THE LI CUP (HANDICAP),TURF - C COURSE,1235000,Sha Tin,及時取勝(S431),楊明綸,徐雨石,1,好地,李福深盃（讓賽）,草地 - C 賽道,沙田
5285,4,5,8.0,HIT THE BID(P214),H W Lai,A T Millard,122.0,1182.0,10.0,3,10 10 5,1.09.73,84.0,2017-05-17,7,2,1200,GOOD TO FIRM,THE FRANCE GALOP CUP (HANDICAP),TURF - B COURSE,1750000,Happy Valley,心花怒放(P214),黎海榮,苗禮德,1,好地至快地,法國賽馬會盃（讓賽）,草地 - B 賽道,跑馬地
5286,4,5,9.0,MR RIGHT(T334),M L Yeung,L Ho,118.0,1222.0,7.0,2,1 1 5,1.09.60,33.0,2017-05-21,7,3,1200,GOOD,CHAMOMILE HANDICAP,ALL WEATHER TRACK,1235000,Sha Tin,威先生(T334),楊明綸,何良,1,好地,洋甘菊讓賽,全天候跑道,沙田
5287,4,5,3.0,LUCKY DOUBLE EIGHT(P212),C Y Ho,C Fownes,127.0,1115.0,1.0,2,8 5 5,1.09.71,13.0,2017-06-07,7,3,1200,GOOD TO FIRM,VIOLET HILL HANDICAP,TURF - A COURSE,1235000,Happy Valley,天合(P212),何澤堯,方嘉柏,1,好地至快地,紫羅蘭山讓賽,草地 - A 賽道,跑馬地
5288,4,5,9.0,DEJA VU(T376),H N Wong,A Lee,115.0,1254.0,10.0,8-1/4,4 1 2 5,1.40.67,15.0,2017-06-18,7,3,1650,WET SLOW,HAPPY VALLEY CLUBHOUSE HANDICAP,ALL WEATHER TRACK,1235000,Sha Tin,機緣再現(T376),黃皓楠,李易達,1,濕慢地,跑馬地會所讓賽,全天候跑道,沙田
5289,4,5,1.0,SPEEDY LONGWAH(S242),M L Yeung,C S Shum,129.0,1136.0,7.0,5-1/4,5 6 6 5,1.39.74,48.0,2017-06-28,7,2,1650,GOOD TO FIRM,HOI HA HANDICAP,TURF - C+3 COURSE,1750000,Happy Valley,金滙龍華(S242),楊明綸,沈集成,1,好地至快地,海下讓賽,草地 - C+3 賽道,跑馬地
5290,4,5,2.0,SERGEANT TITANIUM(S332),J Moreira,J Size,133.0,1134.0,1.0,5-1/4,4 3 4 5,1.36.79,11.0,2017-07-16,7,3,1600,GOOD TO YIELDING,ENTRAPMENT HANDICAP,TURF - C COURSE,1235000,Sha Tin,鈦金剛(S332),莫雷拉,蔡約翰,1,好地至黏地,盈彩繽紛讓賽,草地 - C 賽道,沙田
5291,4,5,8.0,FORMULA WON(P183),C Y Ho,C Fownes,117.0,1029.0,8.0,2,11 12 12 5,1.40.45,18.0,2015-06-03,8,2,1650,GOOD TO FIRM,WONG NAI CHUNG GAP HANDICAP,TURF - A COURSE,1500000,Happy Valley,方程式(P183),何澤堯,方嘉柏,1,好地至快地,黃泥涌峽讓賽,草地 - A 賽道,跑馬地
5292,4,5,10.0,BUDDY BUDDIES(M021),O Doleuze,C W Chang,119.0,1035.0,7.0,1-3/4,10 8 7 7 5,1.48.77,33.0,2015-06-07,8,3,1800,GOOD,HKU FACULTIES OF ARCHITECTURE AND ARTS HANDICAP,ALL WEATHER TRACK,1060000,Sha Tin,博愛福星(M021),杜利萊,鄭俊偉,1,好地,港大建築學院與文學院讓賽,全天候跑道,沙田
5293,4,5,9.0,IMPERIAL CHAMPION(P416),A Suborics,C Fownes,123.0,1170.0,11.0,3-1/2,1 1 5,1.09.95,27.0,2015-06-10,8,2,1200,GOOD TO FIRM,CHAK ON HANDICAP,TURF - B COURSE,1500000,Happy Valley,御綵(P416),薛寶力,方嘉柏,1,好地至快地,澤安讓賽,草地 - B 賽道,跑馬地
5294,4,5,9.0,SUPER LIFELINE(P158),H W Lai,A T Millard,118.0,1032.0,7.0,1-1/2,4 2 2 5,1.21.70,9.4,2015-06-14,8,1,1400,GOOD TO FIRM,THE PRINCE JEWELLERY & WATCH PREMIER CUP (HANDICAP),TURF - B+2 COURSE,2750000,Sha Tin,好健康(P158),黎海榮,苗禮德,1,好地至快地,太子珠寶鐘錶精英盃（讓賽）,草地 - B+2 賽道,沙田
5295,4,5,5.0,FANTASTIC FEELING(T273),D Whyte,D E Ferraris,121.0,1124.0,10.0,1-3/4,4 4 5,1.10.47,17.0,2015-06-17,8,3,1200,GOOD TO FIRM,BROOM HANDICAP,TURF - C COURSE,1060000,Happy Valley,越感(T273),韋達,霍利時,1,好地至快地,蟠龍讓賽,草地 - C 賽道,跑馬地
5296,4,5,13.0,ULTIMATE GLORY(S235),M L Yeung,K L Man,115.0,1219.0,4.0,4-3/4,10 12 11 5,1.24.67,6.8,2015-06-21,8,3,1400,YIELDING,THE MEMBERS CUP (HANDICAP),TURF - C COURSE,1060000,Sha Tin,歡樂小子(S235),楊明綸,文家良,1,黏地,會員盃（讓賽）,草地 - C 賽道,沙田
5297,4,5,8.0,CHATER LEGEND(T151),D Whyte,D E Ferraris,130.0,1063.0,9.0,2-1/4,8 9 9 5,1.41.11,9.3,2015-06-24,8,3,1650,GOOD,LUNG CHEUNG HANDICAP,TURF - C+3 COURSE,1060000,Happy Valley,金獅叻將(T151),韋達,霍利時,1,好地,龍翔讓賽,草地 - C+3 賽道,跑馬地
5298,4,5,8.0,FOREVER RED(T365),N Callan,J Size,120.0,1067.0,1.0,4-1/4,8 5 5,1.09.76,26.0,2015-06-27,8,3,1200,GOOD TO FIRM,LUNG MUN ROAD HANDICAP,TURF - C+3 COURSE,1060000,Sha Tin,滿堂紅(T365),郭能,蔡約翰,1,好地至快地,龍門路讓賽,草地 - C+3 賽道,沙田
5299,4,5,5.0,FABULOUS NOVEMBER(N342),N Callan,R Gibson,123.0,1125.0,5.0,4-3/4,2 2 1 5,1.38.12,99.0,2015-07-01,8,2,1650,GOOD,THE HONG KONG REUNIFICATION CUP (HANDICAP),ALL WEATHER TRACK,1500000,Sha Tin,飛哥(N342),郭能,高伯新,1,好地,香港回歸盃（讓賽）,全天候跑道,沙田
5300,4,5,10.0,GO GO WIN(S073),H W Lai,P F Yiu,119.0,1116.0,5.0,3-1/4,6 4 5 5,1.39.08,20.0,2015-07-05,8,3,1650,FAST,SHAM CHUNG HANDICAP,ALL WEATHER TRACK,1060000,Sha Tin,盈豐駿駒(S073),黎海榮,姚本輝,1,快地,深涌讓賽,全天候跑道,沙田
5301,4,5,4.0,ROYAL PARTNER(N394),Z Purton,C Fownes,132.0,1089.0,3.0,2-1/2,5 5 8 7 5,1.51.15,3.5,2015-07-08,8,3,1800,GOOD TO FIRM,KINGS FALCON HANDICAP,TURF - A COURSE,1060000,Happy Valley,皇者拍檔(N394),潘頓,方嘉柏,1,好地至快地,君皇鷹讓賽,草地 - A 賽道,跑馬地
5302,4,5,12.0,SOLAR KINGDOM(S041),Y T Cheng,L Ho,117.0,1116.0,12.0,3/4,3 1 1 5,1.34.54,11.0,2015-07-12,8,3,1600,GOOD TO FIRM,BIG PROFIT HANDICAP,TURF - B+2 COURSE,1060000,Sha Tin,星夢(S041),鄭雨滇,何良,1,好地至快地,大有利讓賽,草地 - B+2 賽道,沙田
5303,4,5,1.0,GO BABY GO(N033),N Callan,C H Yip,130.0,1117.0,2.0,3-1/4,3 2 5,0.56.27,12.0,2015-09-06,8,2,1000,GOOD,ALBERT HANDICAP,TURF - B COURSE,1650000,Sha Tin,跑寶貝跑(N033),郭能,葉楚航,1,好地,亞厘畢讓賽,草地 - B 賽道,沙田
5304,4,5,5.0,KING OF MONGOLIA(S414),K C Leung,D Cruz,127.0,1083.0,3.0,2,6 9 5,1.11.34,5.3,2015-09-09,8,3,1200,GOOD,DEEP WATER BAY HANDICAP,TURF - A COURSE,1165000,Happy Valley,精壯神駿(S414),梁家俊,告達理,1,好地,深水灣讓賽,草地 - A 賽道,跑馬地
5305,4,5,8.0,ALL WIN BOY(P171),M L Yeung,K W Lui,118.0,1170.0,8.0,1-1/2,10 8 5,1.09.62,21.0,2015-09-13,8,3,1200,GOOD TO FIRM,THE CHINESE RECREATION CLUB CHALLENGE CUP (HANDICAP),TURF - C COURSE,1165000,Sha Tin,威威寶貝(P171),楊明綸,呂健威,1,好地至快地,中華游樂會挑戰盃（讓賽）,草地 - C 賽道,沙田
5306,4,5,8.0,PO CHING TREASURE(S388),R Fourie,P F Yiu,119.0,1071.0,1.0,3-1/2,4 5 6 8 5,1.51.14,9.1,2015-10-14,8,3,1800,GOOD,YIP FAT HANDICAP,TURF - B COURSE,1165000,Happy Valley,寶正寶(S388),霍勵賢,姚本輝,1,好地,業發讓賽,草地 - B 賽道,跑馬地
5307,4,5,1.0,ACCESS YEARS(P087),J Moreira,J Size,133.0,1047.0,1.0,1-1/4,5 4 5,1.08.76,2.7,2015-10-18,8,2,1200,GOOD,THE YAN CHAI TROPHY (HANDICAP),ALL WEATHER TRACK,1650000,Sha Tin,輕彈錢笑(P087),莫雷拉,蔡約翰,1,好地,仁濟盃（讓賽）,全天候跑道,沙田
5308,4,5,10.0,GOODHEART SUCCESS(S162),K C Leung,C S Shum,113.0,1081.0,7.0,2-3/4,7 6 8 5,1.41.66,9.3,2015-10-22,8,2,1650,GOOD,HEBE HILL HANDICAP,TURF - C+3 COURSE,1650000,Happy Valley,心好事成(S162),梁家俊,沈集成,1,好地,尖風山讓賽,草地 - C+3 賽道,跑馬地
5309,4,5,14.0,GIANT TREASURE(T148),D Whyte,R Gibson,117.0,1211.0,14.0,3-1/2,13 14 14 5,1.34.34,5.3,2015-10-25,8,1,1600,GOOD TO FIRM,THE ORIENTAL WATCH SHA TIN TROPHY (HANDICAP),TURF - A COURSE,4000000,Sha Tin,大印銀紙(T148),韋達,高伯新,1,好地至快地,東方表行沙田錦標（讓賽）,草地 - A 賽道,沙田
5310,4,5,1.0,PEACE N PROSPERITY(T210),G Mosse,K L Man,133.0,995.0,3.0,3-1/4,4 4 5,1.11.07,2.9,2015-11-01,8,3,1200,GOOD,KWUN TONG HANDICAP,TURF - A COURSE,1165000,Happy Valley,人和家富(T210),巫斯義,文家良,1,好地,觀塘讓賽,草地 - A 賽道,跑馬地
5311,4,5,5.0,GOT FLY(T048),D Whyte,R Gibson,124.0,1143.0,8.0,2-1/2,8 8 8 7 5,1.47.44,2.9,2015-11-08,8,1,1800,GOOD,THE SA SA LADIES' PURSE (HANDICAP),TURF - C+3 COURSE,3000000,Sha Tin,直震撼(T048),韋達,高伯新,1,好地,莎莎婦女銀袋（讓賽）,草地 - C+3 賽道,沙田
5312,4,5,12.0,JOYEUX(S340),C Y Ho,C Fownes,113.0,1151.0,8.0,5-1/2,5 4 5,1.10.76,4.0,2015-11-11,8,3,1200,GOOD,TAI LAM CHUNG HANDICAP,TURF - B COURSE,1165000,Happy Valley,醉中意(S340),何澤堯,方嘉柏,1,好地,大欖涌讓賽,草地 - B 賽道,跑馬地
5313,4,5,14.0,WAH MAY FRIEND(T309),K C Ng,A S Cruz,108.0,1078.0,10.0,2-3/4,8 11 13 5,1.22.30,61.0,2015-11-14,8,1,1400,GOOD,THE PANASONIC CUP (HANDICAP),TURF - A+3 COURSE,2400000,Sha Tin,華美之友(T309),吳嘉晉,告東尼,1,好地,樂聲盃（讓賽）,草地 - A+3 賽道,沙田
5314,4,5,5.0,STAR MAJESTIC(S093),J Moreira,P O'Sullivan,130.0,1111.0,6.0,2-1/2,3 4 3 5,1.37.54,9.8,2015-11-18,8,2,1650,GOOD,SUTHERLAND HANDICAP,ALL WEATHER TRACK,1650000,Sha Tin,連利之星(S093),莫雷拉,蘇保羅,1,好地,修打蘭讓賽,全天候跑道,沙田
5315,4,5,6.0,CHARLES THE GREAT(N171),G Mosse,J Moore,123.0,1071.0,10.0,2,9 8 5,1.08.64,23.0,2015-11-21,8,1,1200,GOOD,THE BOCHK WEALTH MANAGEMENT JOCKEY CLUB SPRINT,TURF - B+2 COURSE,4000000,Sha Tin,一寶(N171),巫斯義,約翰摩亞,1,好地,中銀理財馬會短途錦標,草地 - B+2 賽道,沙田
5316,4,5,2.0,APPROVE(N299),K C Ng,A S Cruz,127.0,1142.0,1.0,3-1/4,1 1 1 5,1.43.24,35.0,2015-11-25,8,3,1650,GOOD,INVERNESS HANDICAP,TURF - C COURSE,1165000,Happy Valley,贏得(N299),吳嘉晉,告東尼,1,好地,延文禮士讓賽,草地 - C 賽道,跑馬地
5317,4,5,10.0,REDKIRK WARRIOR(T149),Z Purton,W Y So,124.0,1163.0,4.0,2-1/2,10 11 8 5,1.34.22,3.6,2015-11-29,8,1,1600,GOOD,THE CHEVALIER CUP (HANDICAP),TURF - C COURSE,2400000,Sha Tin,精彩鬥士(T149),潘頓,蘇偉賢,1,好地,其士盃（讓賽）,草地 - C 賽道,沙田
5318,4,5,1.0,LOTUS BREEZE(T112),B Prebble,W Y So,133.0,1084.0,5.0,2-1/2,6 6 5,1.11.15,6.2,2015-12-02,8,3,1200,GOOD,SUNFLOWER HANDICAP,TURF - C+3 COURSE,1165000,Happy Valley,麯院風荷(T112),柏寶,蘇偉賢,1,好地,向日葵讓賽,草地 - C+3 賽道,跑馬地
5319,4,5,5.0,FOREVER POSH(V072),M L Yeung,A S Cruz,121.0,1037.0,9.0,1-1/2,8 9 5,0.57.25,62.0,2015-12-06,8,3,1000,GOOD,MIDDLE HANDICAP,TURF - C+3 COURSE,1165000,Sha Tin,無限欣賞(V072),楊明綸,告東尼,1,好地,中間讓賽,草地 - C+3 賽道,沙田
5320,4,5,1.0,GOLDEN SLEEP(T117),K Tosaki,A T Millard,133.0,1138.0,12.0,2-1/2,12 12 12 5,1.41.41,46.0,2015-12-09,8,3,1650,YIELDING,LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 4TH LEG,TURF - A COURSE,1398000,Happy Valley,睡德福(T117),戶崎圭太,苗禮德,1,黏地,浪琴表國際騎師錦標賽（讓賽）－第四關,草地 - A 賽道,跑馬地
5321,4,5,13.0,LUCIA VALENTINA(V616),D Oliver,K Lees,122.0,1014.0,5.0,5-1/4,12 12 12 11 5,2.01.44,42.0,2015-12-13,8,2,2000,GOOD,THE LONGINES HONG KONG CUP,TURF - A COURSE,25000000,Sha Tin,天涯歌女(V616),岳禮華,李善,2,好地,浪琴表香港盃,草地 - A 賽道,沙田
5322,4,5,2.0,GRACE HEART(S399),H N Wong,C Fownes,120.0,996.0,11.0,1-1/4,2 2 5,1.10.59,16.0,2015-12-16,8,3,1200,GOOD,ALBATROSS HANDICAP,TURF - B COURSE,1165000,Happy Valley,澤心星(S399),黃皓楠,方嘉柏,1,好地,信天翁讓賽,草地 - B 賽道,跑馬地
5323,4,5,3.0,AVELLINO(T388),K C Leung,P O'Sullivan,124.0,1106.0,2.0,3,9 8 8 5,1.22.59,99.0,2015-12-19,8,3,1400,GOOD,TAI PING SHAN HANDICAP,TURF - C+3 COURSE,1165000,Sha Tin,瑩然英峻(T388),梁家俊,蘇保羅,1,好地,太平山讓賽,草地 - C+3 賽道,沙田
5324,4,5,1.0,HIGH FIVE(T200),R Fourie,A T Millard,132.0,1053.0,2.0,2,5 5 5,1.09.97,12.0,2015-12-23,8,2,1200,GOOD,MERCURY HANDICAP,TURF - C COURSE,1650000,Happy Valley,開心神駒(T200),霍勵賢,苗禮德,1,好地,水星讓賽,草地 - C 賽道,跑馬地
5325,4,5,1.0,CLASSIC EMPEROR(T193),D Whyte,W Y So,130.0,1108.0,6.0,2-3/4,6 7 6 5,1.22.92,3.4,2015-12-27,8,1,1400,GOOD,THE GRIFFIN TROPHY,TURF - A+3 COURSE,2000000,Sha Tin,經典帝國(T193),韋達,蘇偉賢,1,好地,新馬錦標,草地 - A+3 賽道,沙田
5326,4,5,6.0,CHARLES THE GREAT(N171),N Callan,J Moore,126.0,1067.0,7.0,2-1/4,8 10 5,0.56.65,14.0,2016-01-01,8,1,1000,GOOD,THE BAUHINIA SPRINT TROPHY (HANDICAP),TURF - B+2 COURSE,3000000,Sha Tin,一寶(N171),郭能,約翰摩亞,1,好地,洋紫荊短途錦標（讓賽）,草地 - B+2 賽道,沙田
5327,4,4 DH,4.0,HARBOUR ALERT(T254),R Fourie,D Cruz,126.0,1290.0,8.0,3-1/4,1 1 4,1.10.90,12.0,2016-01-06,8,3,1200,GOOD,CANNON HANDICAP,TURF - A COURSE,1165000,Happy Valley,香江穩勝(T254),霍勵賢,告達理,1,好地,景隆讓賽,草地 - A 賽道,跑馬地
5328,4,5,5.0,NOBLE ALPHA(M339),G Benoist,C W Chang,128.0,1122.0,11.0,2-3/4,11 12 7 5,1.40.07,38.0,2016-01-09,8,3,1650,GOOD,JOCKEY CLUB ROAD HANDICAP,ALL WEATHER TRACK,1165000,Sha Tin,齊歡笑(M339),貝諾華,鄭俊偉,1,好地,馬會道讓賽,全天候跑道,沙田
5329,4,5,12.0,CAREFREE LET GO(T059),K C Leung,C S Shum,115.0,1062.0,1.0,2-3/4,8 8 5,1.10.76,4.0,2016-01-13,8,3,1200,GOOD,WONG NAI CHUNG HANDICAP,TURF - B COURSE,1165000,Happy Valley,放下自在(T059),梁家俊,沈集成,1,好地,黃泥涌讓賽,草地 - B 賽道,跑馬地
5330,4,5,1.0,POPPING CANDY(S415),H N Wong,C Fownes,126.0,1088.0,9.0,3,1 1 5,1.09.89,9.4,2016-01-17,8,3,1200,GOOD,SOUTH WALL HANDICAP,TURF - C+3 COURSE,1165000,Sha Tin,爆炸糖(S415),黃皓楠,方嘉柏,1,好地,城南讓賽,草地 - C+3 賽道,沙田
5331,4,5,1.0,SAME WORLD(N098),N Rawiller,J Moore,130.0,1061.0,8.0,3,3 3 4 5,1.40.35,49.0,2016-01-20,8,2,1650,GOOD TO YIELDING,TOKYO HANDICAP,TURF - C COURSE,1650000,Happy Valley,同個世界(N098),羅理雅,約翰摩亞,1,好地至黏地,東京讓賽,草地 - C 賽道,跑馬地
5332,4,5,9.0,WHITE MAGIC(V111),J Moreira,J Moore,115.0,1086.0,1.0,2,7 7 7 5,1.23.35,4.6,2016-01-24,8,2,1400,GOOD,YUEN LONG HANDICAP,TURF - A COURSE,1650000,Sha Tin,摩高一丈(V111),莫雷拉,約翰摩亞,1,好地,元朗讓賽,草地 - A 賽道,沙田
5333,4,5,3.0,HAPPY ROCKY(S147),B Prebble,A Lee,132.0,1115.0,9.0,2-3/4,10 8 8 6 5,2.03.47,36.0,2016-01-31,8,3,2000,GOOD,BULLISH LUCK HANDICAP,TURF - A+3 COURSE,1165000,Sha Tin,其樂無窮(S147),柏寶,李易達,2,好地,牛精福星讓賽,草地 - A+3 賽道,沙田
5334,4,5,1.0,LOOKS LIKE THE CAT(T238),Z Purton,C Fownes,133.0,1168.0,8.0,2-1/4,9 9 5,1.10.80,23.0,2016-02-03,8,3,1200,GOOD,CONNAUGHT HANDICAP,TURF - A COURSE,1165000,Happy Valley,盈如奇貓(T238),潘頓,方嘉柏,1,好地,干諾讓賽,草地 - A 賽道,跑馬地
5335,4,5,4.0,BUDDY BUNDY(T157),K Teetan,D Cruz,127.0,1186.0,13.0,6,3 1 5,0.57.40,15.0,2016-02-06,8,3,1000,GOOD,HIP WO HANDICAP,TURF - B+2 COURSE,1165000,Sha Tin,勁兔皇(T157),田泰安,告達理,1,好地,協和讓賽,草地 - B+2 賽道,沙田
5336,4,5,5.0,YOUNG RANGER(S435),R Moore,C S Shum,128.0,1162.0,4.0,1,8 9 11 5,1.39.68,6.7,2016-02-14,8,3,1650,GOOD,PEONY HANDICAP,ALL WEATHER TRACK,1165000,Sha Tin,競駿高飛(S435),莫雅,沈集成,1,好地,牡丹讓賽,全天候跑道,沙田
5337,4,5,9.0,MINT MASTER(V180),K Teetan,A T Millard,113.0,1061.0,4.0,3-3/4,8 8 5,0.57.99,95.0,2016-02-17,8,3,1000,GOOD,TSUEN WAN HANDICAP,TURF - B COURSE,1165000,Happy Valley,金友寶(V180),田泰安,苗禮德,1,好地,荃灣讓賽,草地 - B 賽道,跑馬地
5338,4,5,3.0,SELKIRK STAR(S194),J Moreira,J Moore,131.0,1103.0,11.0,3,10 10 10 5,1.40.67,5.5,2016-03-02,8,3,1650,GOOD,SIU SAI WAN HANDICAP,TURF - C+3 COURSE,1165000,Happy Valley,星爾頓(S194),莫雷拉,約翰摩亞,1,好地,小西灣讓賽,草地 - C+3 賽道,跑馬地
5339,4,5,9.0,WHITE MAGIC(V111),D Whyte,J Moore,117.0,1103.0,3.0,3-1/2,10 11 11 9 5,1.48.15,11.0,2016-03-06,8,2,1800,GOOD,MACAU HANDICAP,TURF - C COURSE,1650000,Sha Tin,摩高一丈(V111),韋達,約翰摩亞,1,好地,澳門讓賽,草地 - C 賽道,沙田
5340,4,5,7.0,LITTLE ISLAND(T390),C Schofield,K L Man,133.0,1001.0,1.0,2-1/2,7 6 5 5,1.41.43,15.0,2016-03-09,8,3,1650,GOOD TO YIELDING,ARSENAL HANDICAP,TURF - A COURSE,1165000,Happy Valley,小島怡情(T390),史卓豐,文家良,1,好地至黏地,軍器廠讓賽,草地 - A 賽道,跑馬地
5341,4,5,3.0,PABLOSKY(S156),H N Wong,J Moore,117.0,1093.0,1.0,2-3/4,1 1 1 5,1.37.67,8.6,2016-03-13,8,2,1650,WET SLOW,THE MERLION HANDICAP,ALL WEATHER TRACK,1650000,Sha Tin,飛龍駒(S156),黃皓楠,約翰摩亞,1,濕慢地,魚尾獅讓賽,全天候跑道,沙田
5342,4,5,8.0,MCQUEEN(V013),G Lerena,D Cruz,127.0,1044.0,1.0,2-3/4,6 6 7 7 5,1.52.14,4.9,2016-03-16,8,3,1800,GOOD,FINANCE STREET HANDICAP,TURF - B COURSE,1165000,Happy Valley,閃電王(V013),雷景勳,告達理,1,好地,金融街讓賽,草地 - B 賽道,跑馬地
5343,4,5,1.0,HIGH FIVE(T200),N Callan,A T Millard,133.0,1056.0,8.0,2-3/4,10 10 5,1.10.16,23.0,2016-03-20,8,2,1200,GOOD,AKEED MOFEED HANDICAP,TURF - A COURSE,1650000,Sha Tin,開心神駒(T200),郭能,苗禮德,1,好地,事事為王讓賽,草地 - A 賽道,沙田
5344,4,5,11.0,GOOD CHOICE(P423),H N Wong,S Woods,107.0,1030.0,11.0,3,11 11 5,1.11.15,59.0,2016-03-23,8,3,1200,GOOD TO YIELDING,BROOM HANDICAP,TURF - C COURSE,1165000,Happy Valley,風采(P423),黃皓楠,胡森,1,好地至黏地,蟠龍讓賽,草地 - C 賽道,跑馬地
5345,4,5,9.0,LUCKY GUY(T349),C Schofield,C H Yip,120.0,1185.0,5.0,3,5 6 8 5,1.34.85,4.1,2016-03-28,8,3,1600,GOOD,KALANCHOE HANDICAP,TURF - A+3 COURSE,1165000,Sha Tin,老友威威(T349),史卓豐,葉楚航,1,好地,家樂花讓賽,草地 - A+3 賽道,沙田
5346,4,5,12.0,WONDERFUL JOURNEY(T402),E da Silva,P F Yiu,115.0,1156.0,9.0,3-3/4,7 5 5,1.10.77,98.0,2016-03-31,8,3,1200,GOOD,TAI HANG HANDICAP,TURF - C+3 COURSE,1165000,Happy Valley,開心有你(T402),姚力高,姚本輝,1,好地,大坑讓賽,草地 - C+3 賽道,跑馬地
5347,4,5,9.0,RENAISSANCE ART(T197),N Callan,C Fownes,121.0,1093.0,9.0,5-1/2,2 2 4 4 3 5,2.13.74,20.0,2016-04-03,8,2,2200,GOOD,GUILDFORD HANDICAP,TURF - B+2 COURSE,1650000,Sha Tin,文藝復興(T197),郭能,方嘉柏,2,好地,僑福讓賽,草地 - B+2 賽道,沙田
